searchingName,collection,follows,game_engines,genre1,genre2,genre3,keywords1,keywords2,keywords3,keywords4,keywords5,name,rating,rating_count,themes1,themes2,themes3,themes4,themes5
Dungeon Defenders Eternity,,0.0,,Role-playing (RPG),Strategy,Indie,tower defense,indie,health,dragons,role playing,Dungeon Defenders Eternity,50.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Order of War,,2.0,,Real Time Strategy (RTS),Strategy,,world war 2 ( ww2 ),war,steam,real-time strategy,tank,Order of War,51.6525679375936,5.0,Warfare,,,,
Blockland,,2.0,Torque Game Engine,Shooter,Racing,Simulator,vehicular combat,indie,sandbox,level editor,downloadable,Blockland,50.0,2.0,Action,Action,Open world,,
,,,,,,,,,,,,,,,,,,,
Machinarium,,116.0,Adobe Flash Player,Point-and-click,Puzzle,Adventure,robot,indie,desura,robots,steampunk,Machinarium,82.5926401888675,292.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DiRT Showdown,Dirt,20.0,Ego Engine,Racing,Sport,,vehicular combat,rally,burnout,extreme sports,steam,DiRT Showdown,68.9153644739325,54.0,Action,Action,,,
Kenshi,,5.0,,Role-playing (RPG),Simulator,Strategy,post-apocalyptic,sandbox,role playing,apocalypse,open-world,Kenshi,70.7412275373407,28.0,Action,Action,,,
Europa Universalis III,Europa Universalis,12.0,Clausewitz Engine,Real Time Strategy (RTS),Strategy,,grand strategy,strategy,presidential protagonist,,,Europa Universalis III,82.4746468214387,39.0,Historical,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Reus,,8.0,Microsoft XNA,Puzzle,Simulator,Strategy,city building and management,casual,god game,indie,fantasy,Reus,63.4977541832581,31.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Medieval Engineers,,5.0,,Simulator,Strategy,Indie,indie,crafting,voxel,building,medieval setting,Medieval Engineers,60.0,3.0,Action,,,,
Tropico 4,Tropico,39.0,,Real Time Strategy (RTS),Simulator,Strategy,cold war,city building and management,tycoon,construction,city running,Tropico 4,79.63565696479981,96.0,Comedy,Comedy,Sandbox,,
Hacknet,,18.0,FNA,Puzzle,Simulator,Indie,cyberpunk,typing,simulation,hacking,puzzle,Hacknet,77.9167615227433,28.0,Mystery,,,,
Devil May Cry 4,Devil May Cry,99.0,MT Framework,Hack and slash/Beat 'em up,Adventure,,martial arts,blood,souls,minigames,fantasy,Devil May Cry 4,80.28263197371419,328.0,Action,Action,Horror,,
Shank 2,Shank,10.0,,Hack and slash/Beat 'em up,Adventure,Indie,modern warfare,super hero,helicopter,chainsaw,blood,Shank 2,77.0776525375306,31.0,Action,,,,
Memento Mori 2,,1.0,,Puzzle,Adventure,Indie,adventure,puzzle,,,,Memento Mori 2,50.0,0.0,,,,,
Manyland,,1.0,,Platform,Role-playing (RPG),Adventure,minigames,drawing,mmorpg,pixel art,platformer,Manyland,80.0,0.0,Action,,,,
Chaos on Deponia,Deponia,24.0,Visionaire,Point-and-click,Puzzle,Adventure,lollipop,indie,gravity,time travel,puzzle solving,Chaos on Deponia,84.02673067824139,78.0,Science fiction,Science fiction,,,
Royal Quest,,0.0,,Role-playing (RPG),Pinball,,sword,mmorpg,pinball,bridge,steam,Royal Quest,60.0,2.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Atlantica Online,,2.0,Gamebryo,Role-playing (RPG),Strategy,Adventure,free to play ( f2p ),sword,fantasy,mmorpg,adventure,Atlantica Online,0.0,0.0,Action,Action,Historical,,
,,,,,,,,,,,,,,,,,,,
Sniper Elite V2,Sniper Elite,57.0,Asura,Shooter,Tactical,,world war 2 ( ww2 ),sniper,stealth,1940s,third person shooter,Sniper Elite V2,71.1785438163064,170.0,Action,Action,Stealth,Warfare,
Mad Games Tycoon,,10.0,,Simulator,Strategy,Indie,casual,desura,management,simulation,steam,Mad Games Tycoon,69.8477000240355,14.0,Business,,,,
Goodbye Deponia,Deponia,21.0,Visionaire,Point-and-click,Puzzle,Adventure,robot,lollipop,blood,puzzle solving,minigames,Goodbye Deponia,82.3550159497592,67.0,Science fiction,Science fiction,,,
The Vanishing of Ethan Carter,,115.0,Unreal Engine,Adventure,Indie,,exploration,indie,blood,mystery,detective,The Vanishing of Ethan Carter,75.7661923206089,292.0,Horror,Horror,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Orcs Must Die!,Orcs Must Die,22.0,,Shooter,Strategy,Indie,tower defense,orcs,magic,fantasy,steam,Orcs Must Die!,72.3339727384891,79.0,Action,,,,
Hearts of Iron III,Hearts of Iron,8.0,,Real Time Strategy (RTS),Strategy,,modern warfare,cold war,world war 2 ( ww2 ),helicopter,grand strategy,Hearts of Iron III,89.3303781070205,24.0,Historical,,,,
Antichamber,,75.0,Unreal Engine,Platform,Puzzle,Adventure,exploration,indie,surrealism,mind-bending,psychological exploration,Antichamber,80.9564804069154,163.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
DOOM 3,Doom,100.0,id Tech 4,Shooter,,,ghosts,hunting,exploration,tower defense,blood,DOOM 3,78.7860822314814,306.0,Action,Action,Horror,Survival,
Captain Forever Remix,Captain Forever,3.0,Unity,Shooter,Indie,Arcade,indie,roguelike,female protagonist,sci-fi,space,Captain Forever Remix,80.0,2.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Crash Time II,Crash Time,1.0,,Racing,Simulator,,vehicular combat,go-kart,street racing,steam,achievements,Crash Time II,68.8364123626987,9.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Yesterday,Yesterday,6.0,,Point-and-click,Role-playing (RPG),Strategy,immortality,chess,death,adventure,religion,Yesterday,68.12560999528989,26.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Soccer Manager 2016,,0.0,,Simulator,Sport,Strategy,soccer,football,simulator,sports,soccer manager,Soccer Manager 2016,0.0,0.0,Business,Business,,,
Sid Meier's Railroads!,Railroad Tycoon,5.0,Gamebryo,Simulator,Strategy,,tycoon,trains,management,bridge,simulation,Sid Meier's Railroads!,77.0799920803164,10.0,Business,,,,
,,,,,,,,,,,,,,,,,,,
Grim Fandango Remastered,Grim Fandango,70.0,,Point-and-click,Puzzle,Adventure,noir,point and click,adventure games,double fine,tim schafer,Grim Fandango Remastered,76.5827041527744,163.0,Comedy,Comedy,,,
,,,,,,,,,,,,,,,,,,,
Cloudberry Kingdom,,2.0,,Platform,Adventure,Indie,gravity,comedy,kickstarter funded,procedural generation,side-scrolling,Cloudberry Kingdom,60.0791215786995,9.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Abyss Odyssey,,4.0,,Platform,Adventure,Indie,ghosts,indie,sword,fantasy,health,Abyss Odyssey,63.0321994814249,8.0,Action,Action,,,
Salt,,0.0,Adventure Game Studio,Point-and-click,Puzzle,Adventure,,,,,,Salt,0.0,0.0,Historical,,,,
,,,,,,,,,,,,,,,,,,,
FlatOut 2,FlatOut,44.0,,Racing,Sport,Arcade,vehicular combat,cars,minigames,burnout,racing,FlatOut 2,82.5352682382831,174.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Environmental Station Alpha,,5.0,Multimedia Fusion,Platform,Adventure,Indie,indie,metroidvania,sci-fi,action-adventure,steam,Environmental Station Alpha,73.5238382276858,11.0,Action,Action,,,
Knights of Honor,,8.0,,Real Time Strategy (RTS),Simulator,Strategy,sword,world domination,management,role playing,war,Knights of Honor,82.8696576698514,20.0,Action,Action,Historical,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Clans - Saga of the Twins,,0.0,,Role-playing (RPG),Adventure,Indie,,,,,,The Clans - Saga of the Twins,40.0,0.0,,,,,
Quake Live,Quake,23.0,,Shooter,,,first person shooter,future,death,sci-fi,cyborg,Quake Live,79.6836091231854,52.0,Action,Action,,,
HuniePop,HuniePop,35.0,,Puzzle,Role-playing (RPG),Simulator,anime,kickstarter funded,match 3,nudity,sexual content,HuniePop,79.73969082066121,98.0,Fantasy,Fantasy,Erotic,Romance,
,,,,,,,,,,,,,,,,,,,
War Inc. Battlezone,,0.0,Eclipse,Shooter,,,modern warfare,shooter,steam,high score,free-to-play,War Inc. Battlezone,0.0,0.0,Action,,,,
Verdun,1914-1918 WW1 Game,20.0,Unity,Shooter,Simulator,Strategy,modern warfare,world war 1 ( ww1 ),1920s,battlefield,first person shooter,Verdun,61.2254825236259,23.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Championship Manager 2010,Championship Manager,0.0,,Sport,,,soccer,,,,,Championship Manager 2010,0.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Empire TV Tycoon,,9.0,,Simulator,Strategy,Indie,tycoon,simulation,,,,Empire TV Tycoon,60.5699092892642,8.0,Business,,,,
Lara Croft and the Guardian of Light,,28.0,,Shooter,Platform,Puzzle,female hero ( heroine ),female protagonist,action-adventure,online,dual-stick shooter,Lara Croft and the Guardian of Light,74.23642334677899,84.0,Action,Action,Historical,,
Deadlight,,26.0,Unreal Engine,Platform,Puzzle,Adventure,zombies,post-apocalyptic,survival,2.5d,slingshot,Deadlight,68.9546800781065,104.0,Action,Action,Horror,Survival,Historical
Nether,,2.0,Unreal Engine,Shooter,Role-playing (RPG),Simulator,post-apocalyptic,sandbox,survival,first person shooter,crafting,Nether,61.14794630145681,11.0,Action,Action,Survival,Sandbox,Open world
Terrorhedron,,0.0,,Strategy,Indie,,indie,steam,abstract,strategy,digital distribution,Terrorhedron,80.0,0.0,,,,,
Stronghold Legends,Stronghold: Spin-off,2.0,,Real Time Strategy (RTS),Simulator,Strategy,medieval,death,management,simulation,steam,Stronghold Legends,92.90549205221319,13.0,Action,Action,Historical,Warfare,
Thief,Thief,95.0,Unreal Engine 3,Shooter,Adventure,,sandbox,stealth,sword,health,thief,Thief,70.0660248110846,254.0,Action,Action,Sandbox,,
,,,,,,,,,,,,,,,,,,,
Victoria II,Victoria,12.0,,Real Time Strategy (RTS),Simulator,Strategy,world war 1 ( ww1 ),grand strategy,politics,military,management,Victoria II,82.41679868863329,37.0,Historical,Historical,Warfare,,
F.E.A.R. 3,F.E.A.R.,41.0,Despair,Shooter,Adventure,,zombies,blood,first person shooter,sci-fi,horror,F.E.A.R. 3,68.2014638732799,156.0,Action,Action,Horror,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Wild Warfare,,0.0,,Indie,,,,,,,,Wild Warfare,70.0,1.0,Action,,,,
Mountain,,6.0,,Music,Role-playing (RPG),Simulator,casual,3d,experimental,procedural generation,horse,Mountain,45.89535217948441,18.0,Fantasy,,,,
,,,,,,,,,,,,,,,,,,,
Chains,,1.0,,Puzzle,Indie,,steam,abstract,puzzle,digital distribution,steam play,Chains,60.0,0.0,,,,,
The Ball,,3.0,Unreal Engine,Shooter,Platform,Puzzle,puzzle solving,minigames,fantasy,comedy,dating,The Ball,57.1339452811692,7.0,Action,Action,Comedy,,
Grey Goo,Grey Goo,6.0,GlyphX,Real Time Strategy (RTS),Strategy,,aliens,space combat,indie,mech,sci-fi,Grey Goo,70.3072125379189,16.0,Science fiction,Science fiction,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Treasures of Montezuma 4,,0.0,,Puzzle,Adventure,Indie,,,,,,The Treasures of Montezuma 4,80.0,1.0,,,,,
Hard Truck Apocalypse / Ex Machina,,1.0,,Racing,Role-playing (RPG),,,,,,,Hard Truck Apocalypse / Ex Machina,50.0,1.0,Action,,,,
Portal 2,Portal,971.0,Source,Shooter,Platform,Puzzle,comedy,first person shooter,robots,elves,role playing,Portal 2,91.6902165418297,2754.0,Action,Action,Comedy,,
,,,,,,,,,,,,,,,,,,,
TowerFall Ascension,,32.0,,Platform,Indie,,medieval,ps4,archery,port,steam,TowerFall Ascension,75.1151275555131,70.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Prison Architect,,79.0,,Simulator,Strategy,Adventure,indie,sandbox,2d,prison,construction,Prison Architect,76.5153897090305,142.0,Action,Action,Non-fiction,Sandbox,
,,,,,,,,,,,,,,,,,,,
VVVVVV,,48.0,,Platform,Puzzle,Indie,ghosts,exploration,retro,gravity,hard,VVVVVV,79.7757514271318,141.0,Action,Action,Science fiction,,
Costume Quest,Costume Quest,14.0,,Role-playing (RPG),Adventure,,ghosts,robot,casual,vampire,sword,Costume Quest,76.9613034408676,67.0,Action,Action,Comedy,Kids,
Farming Simulator 15,Farming Simulator,5.0,,Simulator,Strategy,,animals,cows,management,simulator,farming,Farming Simulator 15,71.21016470914691,12.0,Sandbox,Sandbox,Open world,,
,,,,,,,,,,,,,,,,,,,
The Detail,,7.0,,Adventure,Indie,,indie,detective,murder,adventure,steam,The Detail,79.7267544801128,8.0,,,,,
Amazing World,,0.0,,Role-playing (RPG),Simulator,Adventure,,,,,,Amazing World,50.0,0.0,,,,,
Aftermath,,0.0,Unreal,Shooter,Adventure,,aliens,zombies,post-apocalyptic,exploration,psychological horror,Aftermath,0.0,0.0,Action,Action,Horror,Survival,Stealth
The Basement Collection,Meat Boy,6.0,,Platform,Strategy,Adventure,compilation,adventure,art,steam,artsy,The Basement Collection,70.37195152565741,12.0,Action,Action,Comedy,,
Take On Mars,,2.0,,Simulator,,,flight simulator,sci-fi,flight,steam,steam trading cards,Take On Mars,50.0,4.0,Science fiction,,,,
Mabinogi,Mabinogi,0.0,,Role-playing (RPG),Simulator,Adventure,anime,magic,sword,grinding,fantasy,Mabinogi,69.4845683196902,5.0,Action,Action,,,
The Magic Circle,,2.0,Unity,Simulator,Strategy,Adventure,indie,fantasy,sci-fi,adventure,abstract,The Magic Circle,75.6034420380539,5.0,Action,Action,Comedy,Sandbox,
,,,,,,,,,,,,,,,,,,,
Xpand Rally Xtreme,Xpand Rally,0.0,Chrome Engine,Racing,Simulator,Sport,rally,bridge,simulation,steam,sports,Xpand Rally Xtreme,60.0,0.0,Non-fiction,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Sinister City,,0.0,,Puzzle,Adventure,Indie,adventure,horror,puzzle,,,Sinister City,50.0,3.0,Horror,,,,
Dragon Age II,Dragon Age,144.0,Eclipse Engine,Role-playing (RPG),Adventure,,wizards,fantasy,dragons,rpg,elves,Dragon Age II,74.8408103386445,513.0,Action,Action,,,
Freight Tycoon Inc.,,1.0,,Strategy,,,tycoon,construction,management,strategy,fuel management,Freight Tycoon Inc.,50.0,0.0,Business,Business,,,
The Binding of Isaac,The Binding of Isaac,89.0,Adobe Flash Player,Shooter,Role-playing (RPG),Adventure,ghosts,robot,monsters,indie,blood,The Binding of Isaac,82.71956238926981,279.0,Action,Action,Comedy,Drama,
,,,,,,,,,,,,,,,,,,,
The Amazing Spider-Man,The Amazing Spider-Man,0.0,,Arcade,,,,,,,,The Amazing Spider-Man,60.0,4.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Far Cry,Far Cry,103.0,CryEngine,Shooter,,,,,,,,Far Cry,78.0640043901288,379.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Ironcast,,3.0,,Puzzle,Role-playing (RPG),Strategy,mech,puzzle solving,turn-based,fire,ps4,Ironcast,65.9685039370079,6.0,Survival,Survival,,,
Reversi,,0.0,,Strategy,Indie,,,,,,,Reversi,40.0,0.0,,,,,
The Jackbox Party Pack,You Don't Know Jack,11.0,,Puzzle,Strategy,Quiz/Trivia,minigames,comedy,tablet-controlled,ps4,compilation of games,The Jackbox Party Pack,64.1734588222351,29.0,Comedy,Comedy,,,
,,,,,,,,,,,,,,,,,,,
Spore,,0.0,,Shooter,,,,,,,,Spore,0.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Overlord II,Overlord,18.0,,Role-playing (RPG),Strategy,Hack and slash/Beat 'em up,you get to be evil!,antihero,sword,fantasy,comedy,Overlord II,77.719849719003,49.0,Action,Action,Comedy,,
Rochard,Rochard,4.0,,Platform,Puzzle,Adventure,side scroller,space,adventure game,great soundtrack,playstation 3,Rochard,64.45367403136301,21.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Closure,,4.0,,Platform,Puzzle,Strategy,helicopter,indie,surrealism,cannon,sci-fi,Closure,73.2823200479452,9.0,Action,Action,Horror,,
,,,,,,,,,,,,,,,,,,,
Worms Clan Wars,Worms,3.0,,Platform,Strategy,Turn-based strategy (TBS),comedy,steam,online,steam trading cards,worm,Worms Clan Wars,68.131068205478,11.0,Comedy,,,,
,,,,,,,,,,,,,,,,,,,
Prime World,Prime World,0.0,,Role-playing (RPG),Strategy,,free to play ( f2p ),moba,steampunk,steam trading cards,strategy,Prime World,0.0,0.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
Deponia,Deponia,37.0,Visionaire,Point-and-click,Adventure,Indie,robot,puzzle solving,minigames,comedy,robots,Deponia,76.4966972112218,133.0,Science fiction,Science fiction,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Roguelands,,3.0,Unity,Platform,Role-playing (RPG),Adventure,cyberpunk,roguelike,procedural generation,sci-fi,role playing,Roguelands,80.0,2.0,Action,Action,Science fiction,,
Legends of Eisenwald,Eisenwald,3.0,,Role-playing (RPG),Strategy,Turn-based strategy (TBS),indie,medieval,magic,sword,fantasy,Legends of Eisenwald,65.5875625770521,11.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
System Shock 2,System Shock,115.0,Dark Engine,Shooter,Role-playing (RPG),,aliens,ghosts,assassin,basketball,robot,System Shock 2,89.755181021988,251.0,Action,Action,Horror,Survival,
Big Pharma,,4.0,,Simulator,Strategy,Indie,puzzles,management,simulation,steam,research,Big Pharma,43.5108784750084,9.0,Business,,,,
F1 2015,F1,11.0,Ego Engine,Racing,Simulator,Sport,racing,formula one,black-and-white,driving-simulator,driving/racing,F1 2015,71.7611267932426,20.0,Non-fiction,,,,
Mount Your Friends,Mount Your Friends,2.0,,Simulator,Sport,Indie,comedy,goat,steam,sports,steam trading cards,Mount Your Friends,69.5926367925394,18.0,Comedy,,,,
BLOCKADE 3D,,4.0,,Shooter,,,,,,,,BLOCKADE 3D,59.7795870132007,7.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
McPixel,,4.0,,Point-and-click,Puzzle,Adventure,aliens,pirates,wizards,minigames,comedy,McPixel,70.6850372831515,29.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The Albino Hunter,,0.0,,Role-playing (RPG),Adventure,Indie,rpg maker,,,,,The Albino Hunter,80.0,2.0,Fantasy,,,,
GooCubelets,,0.0,,Puzzle,,,puzzle,,,,,GooCubelets,0.0,0.0,,,,,
Qvadriga,,0.0,,Racing,Simulator,Sport,vehicular combat,turn-based,educational,chariot,management,Qvadriga,60.0,2.0,Historical,Historical,,,
Broforce,,79.0,Unity,Shooter,Platform,Adventure,modern warfare,helicopter,indie,sword,comedy,Broforce,75.2532185675853,256.0,Action,Action,Comedy,,
Tiny Troopers,,0.0,Unity,Shooter,Real Time Strategy (RTS),Strategy,modern warfare,helicopter,blood,health,comedy,Tiny Troopers,59.9909618289571,7.0,Action,Action,Warfare,,
Rayman Legends,Rayman,228.0,UbiArt Framework,Platform,Adventure,,fantasy,comedy,fire,ps4,skeleton,Rayman Legends,85.2876357014796,511.0,Action,Action,,,
Ori and the Blind Forest,Ori,317.0,Unity,Platform,Puzzle,Adventure,moon,metroidvania,water,forest,steam,Ori and the Blind Forest,88.1378291821803,969.0,Action,Action,Thriller,,
Sanitarium,,27.0,Asylum,Point-and-click,Puzzle,Adventure,ghosts,blood,psychological horror,puzzle solving,minigames,Sanitarium,85.2684024519843,59.0,Horror,Horror,,,
Hate Plus,Analogue: A Hate Story,1.0,Ren'Py Visual Novel Engine,Adventure,Indie,,anime,visual novel,indie,politics,adult,Hate Plus,80.0,2.0,Fantasy,Fantasy,Historical,Drama,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Survivalist,,3.0,,Role-playing (RPG),Simulator,Strategy,post-apocalyptic,role playing,adventure,,,Survivalist,70.7614322910088,11.0,Action,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Subnautica,,112.0,Unity,Adventure,Indie,,exploration,underwater,early access,adventure,oculus rift,Subnautica,84.05913677228989,307.0,Science fiction,Science fiction,Open world,,
,,,,,,,,,,,,,,,,,,,
Grow Home,Grow Home,22.0,,Platform,Adventure,Indie,robot,exploration,casual,collecting,robots,Grow Home,71.78490020037,80.0,Science fiction,Science fiction,,,
Blood Bowl 2,Blood Bowl,9.0,,Sport,Strategy,Turn-based strategy (TBS),soccer,football,american football,orcs,blood,Blood Bowl 2,75.2600616565114,15.0,Fantasy,Fantasy,,,
Out There Somewhere,,6.0,,Platform,Puzzle,Adventure,sci-fi,shooter,platformer,steam greenlight,puzzle,Out There Somewhere,74.546881373613,15.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Shadowrun Returns,Shadowrun,54.0,Unity,Role-playing (RPG),Strategy,Turn-based strategy (TBS),motorcycle,orcs,cyberpunk,cybernetics,indie,Shadowrun Returns,76.117404216479,127.0,Action,Action,Science fiction,Historical,
Rock of Ages,Rock of Ages,6.0,Unreal Engine,Racing,Strategy,Indie,greek mythology,tower defense,medieval,vampire,dragons,Rock of Ages,75.0174209324357,33.0,Action,Action,Comedy,,
Section 8,Section 8,1.0,Unreal Engine 3,Shooter,,,vehicular combat,first person shooter,sci-fi,shooter,war,Section 8,69.97447989880851,9.0,Science fiction,,,,
,,,,,,,,,,,,,,,,,,,
EverQuest II,EverQuest,2.0,,Role-playing (RPG),Adventure,,post-apocalyptic,dinosaurs,orcs,magic,sword,EverQuest II,50.0,3.0,Action,Action,Open world,,
,,,,,,,,,,,,,,,,,,,
The Expendabros,,13.0,,Shooter,Platform,Adventure,modern warfare,helicopter,free to play ( f2p ),indie,blood,The Expendabros,70.4070107607906,52.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
The Wizard's Pen,,0.0,,Puzzle,Adventure,,adventure,steam,puzzle,digital distribution,single-player only,The Wizard's Pen,70.0,0.0,,,,,
,,,,,,,,,,,,,,,,,,,
Shoppe Keep,Shoppe Keep,3.0,Unity,Role-playing (RPG),Simulator,Strategy,medieval,fantasy,management,role playing,simulation,Shoppe Keep,60.0,1.0,Historical,Historical,Business,Sandbox,
Towns,,0.0,,Role-playing (RPG),Simulator,Strategy,crafting,desura,resource management,management,role playing,Towns,40.0,0.0,Fantasy,Fantasy,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Crusaders of the Lost Idols,,0.0,,Strategy,Indie,,fantasy,steam,steam trading cards,free-to-play,strategy,Crusaders of the Lost Idols,60.0,3.0,,,,,
Five Nights at Freddy's 2,Five Nights at Freddy's,27.0,Clickteam Fusion,Point-and-click,Simulator,Strategy,robots,hiding,sequel,steam greenlight,digital distribution,Five Nights at Freddy's 2,72.8683146735371,61.0,Horror,Horror,,,
Sins of a Dark Age,,0.0,,Real Time Strategy (RTS),Strategy,Indie,moba,medieval,fantasy,role playing,multiplayer online battle arena,Sins of a Dark Age,0.0,0.0,Action,Action,,,
,,,,,,,,,,,,,,,,,,,
Black Mesa,Half-Life,99.0,Source,Shooter,Platform,Adventure,aliens,assassin,blood,health,first person shooter,Black Mesa,89.515056161568,257.0,Action,Action,Warfare,,
